doi,title,year,journal,predicted_themes,gold_themes,reviewer,review_status,notes
https://doi.org/10.1016/j.atmosres.2016.03.006,The design of an optimal fog water collector: A theoretical analysis,2016,Atmospheric Research,dynamics-weather-systems,,,pending_human_review,
https://doi.org/10.1007/s00704-017-2340-1,Spatio-temporal variability and trends of precipitation and extreme rainfall events in Ethiopia in 1980–2010,2017,Theoretical and Applied Climatology,cloud-precipitation-microphysics;climate-variability-change;extremes;hydrometeorology,,,pending_human_review,
https://doi.org/10.1016/j.atmosres.2016.02.015,"Source apportionment of VOCs and the contribution to photochemical ozone formation during summer in the typical industrial area in the Yangtze River Delta, China",2016,Atmospheric Research,atmospheric-chemistry;aerosols;air-quality-exposure,,,pending_human_review,
https://doi.org/10.1175/waf-d-17-0023.1,Performance of the New NCEP Global Ensemble Forecast System in a Parallel Experiment,2017,Weather and Forecasting,dynamics-weather-systems;forecasting-predictability;climate-variability-change,,,pending_human_review,
https://doi.org/10.1175/jcli-d-16-0412.1,Attribution of Extreme Events in Arctic Sea Ice Extent,2016,Journal of Climate,dynamics-weather-systems;observations-instruments;climate-variability-change;extremes,,,pending_human_review,
https://doi.org/10.1175/jcli-d-18-0449.1,Weakened Potential Vorticity Barrier Linked to Recent Winter Arctic Sea Ice Loss and Midlatitude Cold Extremes,2019,Journal of Climate,dynamics-weather-systems;climate-variability-change;extremes,,,pending_human_review,
https://doi.org/10.5194/acp-21-87-2021,AeroCom phase III multi-model evaluation of the aerosol life cycle and optical properties using ground- and space-based remote sensing as well as surface in situ observations,2021,Atmospheric Chemistry and Physics,cloud-precipitation-microphysics;atmospheric-chemistry;aerosols;remote-sensing-retrieval;observations-instruments;model-evaluation-downscaling,,,pending_human_review,
https://doi.org/10.1016/j.atmosenv.2017.11.054,Straw enhanced CO2 and CH4 but decreased N2O emissions from flooded paddy soils: Changes in microbial community compositions,2017,Atmospheric Environment,dynamics-weather-systems;air-quality-exposure;extremes;land-atmosphere,,,pending_human_review,
https://doi.org/10.1175/jcli-d-20-0367.1,Response of Global Tropical Cyclone Activity to Increasing CO2: Results from Downscaling CMIP6 Models,2020,Journal of Climate,dynamics-weather-systems;climate-variability-change;earth-system-models;model-evaluation-downscaling,,,pending_human_review,
https://doi.org/10.5194/amt-14-923-2021,A new method for long-term source apportionment with time-dependent factor profiles and uncertainty assessment using SoFi Pro: application to 1 year of organic aerosol data,2021,Atmospheric Measurement Techniques,forecasting-predictability;atmospheric-chemistry;aerosols;air-quality-exposure;quality-control-uncertainty,,,pending_human_review,
https://doi.org/10.1016/j.apr.2016.03.002,Determination of PM2.5 and polycyclic aromatic hydrocarbons from incense burning emission at shrine for health risk assessment,2016,Atmospheric Pollution Research,atmospheric-chemistry;aerosols;air-quality-exposure,,,pending_human_review,
https://doi.org/10.1007/s10546-018-0368-0,Increasing the Power Production of Vertical-Axis Wind-Turbine Farms Using Synergistic Clustering,2018,Boundary-Layer Meteorology,unclassified,,,pending_human_review,
https://doi.org/10.1175/jcli-d-17-0352.1,A Coupled Ice Sheet–Sea Level Model Incorporating 3D Earth Structure: Variations in Antarctica during the Last Deglacial Retreat,2018,Journal of Climate,observations-instruments,,,pending_human_review,
https://doi.org/10.5194/wcd-2-1225-2021,A characterisation of Alpine mesocyclone occurrence,2021,Weather and Climate Dynamics,dynamics-weather-systems;observations-instruments;climate-variability-change,,,pending_human_review,
https://doi.org/10.4209/aaqr.2018.03.0107,Impacts and Effects Indicators of Atmospheric Deposition of Major Pollutants to Various Ecosystems - A Review,2018,Aerosol and Air Quality Research,forecasting-predictability;air-quality-exposure,,,pending_human_review,
https://doi.org/10.1175/jtech-d-17-0057.1,Efficient Methods to Account for Cloud-Top Inclination and Cloud Overlap in Synthetic Visible Satellite Images,2018,Journal of Atmospheric and Oceanic Technology,cloud-precipitation-microphysics;atmospheric-radiation;aerosols;remote-sensing-retrieval,,,pending_human_review,
https://doi.org/10.1007/s00704-018-2554-x,Heat-related mortality during hot summers in Polish cities,2018,Theoretical and Applied Climatology,air-quality-exposure;climate-variability-change,,,pending_human_review,
https://doi.org/10.1175/jas-d-16-0059.1,Dynamics of Orographic Gravity Waves Observed in the Mesosphere over the Auckland Islands during the Deep Propagating Gravity Wave Experiment (DEEPWAVE),2016,Journal of the Atmospheric Sciences,dynamics-weather-systems;observations-instruments,,,pending_human_review,
https://doi.org/10.1007/s00382-017-3702-1,The very strong coastal El Niño in 1925 in the far-eastern Pacific,2017,Climate Dynamics,dynamics-weather-systems;climate-variability-change,,,pending_human_review,
https://doi.org/10.1002/2017jd027889,Hydrological Cycle in the Heihe River Basin and Its Implication for Water Resource Management in Endorheic Basins,2018,Journal of Geophysical Research: Atmospheres,remote-sensing-retrieval;climate-variability-change;hydrometeorology;land-atmosphere,,,pending_human_review,
https://doi.org/10.1175/jtech-d-19-0114.1,IMERG V06: Changes to the Morphing Algorithm,2019,Journal of Atmospheric and Oceanic Technology,cloud-precipitation-microphysics;remote-sensing-retrieval;observations-instruments;hydrometeorology;land-atmosphere,,,pending_human_review,
https://doi.org/10.1029/2019jd032361,An Updated Assessment of Near‐Surface Temperature Change From 1850: The HadCRUT5 Data Set,2020,Journal of Geophysical Research: Atmospheres,dynamics-weather-systems;climate-variability-change,,,pending_human_review,
https://doi.org/10.1175/jhm-d-17-0125.1,"NCA-LDAS Land Analysis: Development and Performance of a Multisensor, Multivariate Land Data Assimilation System for the National Climate Assessment",2018,Journal of Hydrometeorology,remote-sensing-retrieval;observations-instruments;numerical-weather-prediction;climate-variability-change;hydrometeorology;land-atmosphere,,,pending_human_review,
https://doi.org/10.1002/asl.853,What caused the record‐breaking warming in East China Seas during August 2016?,2018,Atmospheric Science Letters,climate-variability-change;ocean-atmosphere,,,pending_human_review,
https://doi.org/10.1080/16000889.2021.1898906,Temperature inversions in China derived from sounding data from 1976 to 2015,2021,Tellus B: Chemical and Physical Meteorology,cloud-precipitation-microphysics;aerosols;climate-variability-change,,,pending_human_review,
https://doi.org/10.1007/s10546-018-0382-2,Velocity Spectra and Coherence Estimates in the Marine Atmospheric Boundary Layer,2018,Boundary-Layer Meteorology,dynamics-weather-systems;boundary-layer-turbulence;ocean-atmosphere,,,pending_human_review,
https://doi.org/10.5194/gmd-9-4185-2016,High Resolution Model Intercomparison Project (HighResMIP v1.0) for CMIP6,2016,Geoscientific Model Development,dynamics-weather-systems;climate-variability-change;earth-system-models;quality-control-uncertainty,,,pending_human_review,
